id	Basal.vs.Luminal=+_SIGNATURE
ADAM17	2.8385050025399017
ADAR	-0.28328860492140423
ADCY1	-1.3268206992639764
ADCY7	3.1199139022268687
ADCY8	-0.7525464209714693
ADCYAP1	1.5697733785564092
ADCYAP1R1	-1.075503306153976
ADD1	-2.969891148191089
ADFP	1.2829315286809393
ADIPOQ	-2.9644611109255887
ADM	0.7625288706849708
ADORA2A	0.42840592745921147
ADORA2B	1.7105659003109253
ADPRT (cleaved)_0-0	0.2334034003440112
ADRA1B	-0.7899441273530892
ADRB2	-1.0888821284614445
ADRBK1	-2.7306586737061767
ADSS	0.1268464117660586
AES	0.0511780277604734
AES/LEF1 (complex)	-1.027132868378987
AFP	-1.64398869432784
AGER	0.8715751916668476
AGRN	1.9687198461870021
AGRP	-0.8938866180369428
AGT	0.3871409590402263
AGTR1	-0.7515720269175102
AHR	-0.9612849754642396
AICDA	-1.3697069978211476
AIFM1	-0.3925359339503544
AIFM2	3.064469106334638
AKAP13	0.012849389016802994
AKAP8	3.990715169556837
AKAP9	-2.4686375771467937
AKR7A2	-0.6889014418272587
AKT1	-1.0183232025513171
AKT1/RAF1 (complex)	-0.9987898262412476
AKT1/mTOR/p70S6K/Hsp90/TERT (complex)	-1.3274054017176742
AKT1S1	0.6718508079278026
AKT2	1.716318264248205
AKT3	3.0063932209402773
AKT:CTMP:TRB3 (complex)	1.1940984509572417
ALAD	-1.8332572692797424
ALAS1	-0.42880280996375536
ALAS2	-1.5508028967339709
ALB	-3.2095810969750365
ALDH9A1	-2.8182414364901125
ALDOA	-2.252621607259922
ALDOB	-0.10707559169021794
ALOX12B	0.4539190210266204
ALOX15	-1.7708721142866783
ALOX5	0.5976859138792578
ALOX5AP	0.9670206929767788
ALPL	1.3218209556571483
AMPH	-1.355074637991868
AMPK (complex)	1.3169799816350258
AMPKK1-AMPKK2-active (complex)	2.0242017530359
AMY receptors:Amylin (complex)	-0.40334521017446334
ANGPT1	1.957803675648572
ANGPT2	-2.4360194266534125
ANGPT4	-0.39884598011919065
ANGPTL3	2.685106851058715
ANKH	3.1012105857526766
ANKRA2	-3.4660304511845506
ANP32A	-0.6442512508930933
ANPEP	1.1356982622816139
ANXA1	3.713411524208259
AOF2	2.519945800026186
AP-1 (complex)	7.723062075382369
AP-1/NFAT1 (complex)	1.0615441033721398
AP-1/NFAT1-c-4 (complex)	-1.3543804838474136
AP-2 alpha (cleaved)	-0.8164115263009055
AP1 (complex)	0.5220921015513023
AP1B1	-5.168048186530985
AP1M1	3.308788682318326
AP2M1	-0.14809938939535688
APAF-1/Caspase 9 (complex)	0.8780750875904837
APAF1	-0.8507856202058202
APBB1IP	-0.6681943005869375
APC	-1.9912934171495136
APC fragment (1-777)	-2.013108255031975
APC fragment (778-2843)	-2.026479736436339
APC/ASEF (complex)	3.0464646478823028
APC/C (complex)	1.1005094860882454
APC/C/CDC20 (complex)	2.3104055623141124
APC/C/HCDH1 (complex)	-0.04326089072598816
APC/DLG1 (complex)	-0.039670504515702434
APE1-bound DNA strand break containing an incision 5' to an AP site (complex)	-0.07838963267356612
APEX1	-0.08187286123925178
APLN	0.6172814711020153
APOA1	-1.7206449796439272
APOA2	-0.703196854956802
APOA4	0.9260805066027342
APOA5	0.8573743425801893
APOB	-5.1704605685051055
APOBEC3G	-0.12109199336338534
APOBEC3G:HIV-1PIC (complex)	-0.020369474632816284
APOBEC3G:RTC with deaminated minus sssDNA:tRNA primer:RNA template (complex)	-0.4509874875209633
APOBEC3G:RTC with minus sssDNA:tRNA primer:RNA template (complex)	-0.13093304171588854
APOBEC3G:Vif:Cul5:SCF complex (complex)	-0.12009862742786337
APOC2	0.4162747247632337
APOC3	1.2409530924361387
APOE	0.23121329280248376
APP	1.232633060986715
APP/GPC1 (complex)	1.0572919068736435
APPBP2	-3.871748692189631
APPL1	-1.0461075905919757
APS	1.913376039108776
AQP5	-5.8973418884066975
AR	-3.4622152478208994
AR/GR (complex)	2.316421317607813
AR/RACK1/Src (complex)	-0.9942915801164308
ARAP3/RAP1A/GTP (complex)	0.3956831641755876
ARC coactivator complex (complex)	1.849712350418333
ARD1A	0.8092411848500883
AREG	-0.6888576043061757
ARF1	-0.9545006373207112
ARF1/GDP/Membrin (complex)	-1.288835032254715
ARF1/GTP/ARHGAP10 (complex)	-1.3933418937911053
ARF1/GTP/GGA3 (complex)	-1.0070946758511303
ARF1/GTP/GGA3/ARF-GAP1 (complex)	-2.8688309382294457
ARF1/GTP/Membrin (complex)	-1.288787713049319
ARF6	-4.013020166373672
ARF6/GDP (complex)	-1.1189394284605
ARF6/GDP/GULP/ACAP1 (complex)	0.29973975903164285
ARF6/GTP/ARF6/GTP/JIP4/Dynactin Complex (complex)	-0.8956896484635938
ARF6/GTP/JIP3 (complex)	-2.5117469243827872
ARFGAP1	-3.187601821523056
ARFIP2	-1.1873330142062832
ARG1	-0.9826319064142628
ARHGAP1	-2.099315878965274
ARHGAP10	-1.7246663094805468
ARHGAP17	-1.9686266181682377
ARHGAP26	-0.7867107252287987
ARHGAP4	-5.12404231796095
ARHGAP5	-1.7529532790686118
ARHGAP6	-0.019035321397796585
ARHGAP9	-4.1953722755286025
ARHGDIA	-0.7691782980014604
ARHGDIB	0.0953075315172669
ARHGDIG	-3.2974289738416998
ARHGEF1	2.29883802825209
ARHGEF10	0.219298015373125
ARHGEF10L	-1.4964942958723917
ARHGEF11	-1.3227213838203002
ARHGEF12	1.3922325236371589
ARHGEF15	1.8214363542934744
ARHGEF17	-0.6889008313746532
ARHGEF18	3.4251778779476565
ARHGEF2	1.9565423963059023
ARHGEF3	0.696572021689049
ARHGEF4	2.638030064194389
ARHGEF5	1.3670285711025796
ARHGEF6	-1.3925141284608509
ARHGEF7	2.293957210754461
ARHGEF9	0.12836888876358934
ARID3A	0.9448436763695264
ARNO/beta Arrestin1-2 (complex)	-1.0789311563289288
ARNT	-1.8751006195329052
ARNT/IPAS (complex)	-1.3914910982062307
ARNTL	1.2959077456758157
ARR3	0.8273866915043204
ARRB1	-1.383347019412834
ARRB2	3.0973299188348395
ASAH1	-1.6607912075010236
ASIP	-1.0102345634013763
ASK1/TAK1/MAP3K11	-1.4601945437995574
ASPH	-0.2223406680372997
ASPP	1.4511143530974409
ATAC A Complex (complex)	0.9470265816872128
ATAC B Complex (complex)	0.8054937798695379
ATAC C Complex (complex)	0.2574785626844737
ATBF1-A	2.5081474118694573
ATF-2/CSX/GATA4 (complex)	1.0631528860575028
ATF2	2.016295316351616
ATF2/ATF2 (complex)	1.6205496045487875
ATF2/CREB1 (complex)	-1.4169547517855328
ATF2/JDP2 (complex)	-0.6262108075166133
ATF2/JUN (complex)	-0.7541222887428435
ATF2/JUND (complex)	0.269960442269983
ATF2/JUND/macroH2A (complex)	-0.8087743563070179
ATF2/TIP49B (complex)	1.5994745521559113
ATF2/p300 (complex)	0.2907936429341845
ATF3	3.5036546330066334
ATF4	2.5714200573292048
ATF6	-0.1376214903098697
ATF6-alpha:BiP Complex (complex)	-0.11431960096943394
ATF7	-4.450337051691858
ATIII/GPC1 (complex)	1.0017590433520605
ATM	1.7384744159890262
ATM/TRF2 (complex)	1.5327611922440023
ATP biosynthetic process (abstract)	1.8485758898932116
ATP metabolic process (abstract)	-1.8485758898932116
ATP5J	-4.081147666638672
ATP6AP2	-4.6934921032425665
ATP6V1H	-0.0834176993802422
ATR	0.000846428589001321
ATR/ATRIP/ATM (complex)	1.6720774160076473
AURKAIP1	1.1993321331925
AURKB	5.608882342987258
AURKC	0.6942527738281633
AVP	0.6746964471298107
AVPR2	-2.473248721493606
AXIN/APC/beta-catenin (complex)	1.3019349212450313
AXIN1	-1.3680712773964323
AXIN2	-0.5729848316144595
AZIN1	0.946950848495716
AZIN1 bound OAZ:ODC complex (complex)	1.0576340507440032
Abl:Robo1:Slit2:Glypican-1 (complex)	-0.8322244871320219
Abl:pRobo1:slit2:Glypican-1 (complex)	-0.8388185841705785
Aborted replication complex (complex)	1.8799628318939845
Acetylated SL1 (complex)	1.6306206061559332
Ach R	-0.8049692580447797
Ach R/RAPSYN (complex)	-1.2929996134960575
Acid Sphingomyelinase	2.7049252170193263
Actin/MAL (complex)	2.7369097631111168
Activated AMPK heterotrimer (complex)	0.802611875578449
Activated Adenylate Cyclase VIII (complex)	-0.4458041631768273
Activated BAX (complex)	1.2798872026658277
Activated FGFR1c homodimer bound to FGF (complex)	-0.8140826291512891
Activated FGFR3b homodimer bound to FGF (complex)	-0.8140826291512891
Activated FGFR3c homodimer bound to FGF (complex)	-0.8140826291512891
Activated FGFR4 homodimer (complex)	-0.8140826291512891
Activated claspin bound to DNA replication fork (complex)	1.9110918394230108
Activated mTORC1 (complex)	-0.596448022397334
Active RNA Polymerase I (complex)	1.3514937243292624
Active TrkA:Phospho-ARMS:Crk:C3G:Rap1-GTP complex (complex)	-0.058386533872022923
Active TrkA:Phospho-ARMS:Crk:C3G:Rap1:Phospho-B-Raf complex (complex)	0.13654210666060473
Active oligomeric BAK (complex)	3.35129399781254
Activin A/ACTR2/Endoglin (dimer) (complex)	1.2338916195367724
Activin A/ACTR2/Endoglin/ALK1 (dimer) (complex)	1.2301836296070283
Acyl Ghrelin	1.8415709817453223
Adenosine:Adenosine A2a receptor (complex)	0.8294661034039581
Adenylate cyclase type VIII: G-protein beta gamma Complex (complex)	-0.452868766055015
Adenylyl Cyclase	1.2353290991006447
AhR/Arnt/TCDD (complex)	-2.282858676374519
AhR/HSP90/HSP90/TCDD (complex)	-1.0697615555220428
AhR/TCDD (complex)	-1.0374824862527867
Akt:pCot (complex)	0.5387468687543618
Akt:pCot:pNIK (complex)	0.4369235088040075
Alpha 5 Beta 1 receptor bound to Ostepontin (complex)	2.532535605065008
Alpha 8 beta 1:Osteopontin complex (complex)	2.532535605065008
Alpha 9 beta 1:Osteopontin complex (complex)	2.532535605065008
Alpha 9 beta 1:VCAM-1 complex (complex)	0.14259842816957932
Alpha v beta 3:BSP II complex (complex)	-2.2101248859078475
Alpha v beta 3:Vitronectin complex (complex)	-6.9350164525323486
Alpha v beta 5:Vitronectin complex (complex)	-6.9350164525323486
Alpha v beta 8:Vitronectin complex (complex)	-6.9350164525323486
Alpha-Synuclein/DAT (complex)	1.061104941364417
Alpha-Synuclein/DJ1 (aggregates) (complex)	0.6380936677820415
Alpha-Synuclein/DJ1 (complex)	0.6984286782153205
Alpha-Synuclein/HSP70-1/CHIP (complex)	-0.4995885502591518
Alpha-Synuclein/PLC beta 2 (complex)	-0.4676649725804745
Alpha-Synuclein/Torsin A (complex)	1.4984273123848355
Alpha-Synuclein/alpha-Tubulin/beta-Tubulin (complex)	0.9118461498819522
Amyloid-beta/amyloid-beta receptor (complex)	-0.1795817613861382
Ang1-4	-2.5779637640433584
Angiotensin II receptor:Angiotensin II (complex)	0.5960127689443829
Angiotensin II/AT1 (complex)	-2.77264101937854
Angiotensin II/AT1-R/G-alpha-q (complex)	0.5960127689443829
Angiotensin II/Angiotensin R/Gq11/g-beta/g-gamma (complex)	0.5960127689443829
Angiotensin II/Angiotensin R/g-alpha-s/g-beta/g-gamma (complex)	0.5960127689443829
Antibacterial Response (abstract)	-0.4799932826658772
Antigen-bearing MHC Class II  : TCR complex:CD4:Lck (complex)	0.9999934092195012
Antigen-bearing MHC Class II : TCR complex:CD4:Lck pY505 (complex)	0.9999919352586688
Antigen-bearing MHC Class II :TCR complex:CD4: Lck phosphorylated at Tyr394 (complex)	0.9999919352586688
Antigen-bearing MHC Class II: TCR with dephosphorylated CD3 zeta chain:CD4 (complex)	0.999988993291292
Antigen-bearing MHC Class II: TCR with phosphorylated ITAMs:CD4 (complex)	0.9999904634823292
Antiviral Response (abstract)	-0.4799932826658772
Apelin receptor:apelin peptides (complex)	0.6158864037813822
Arf1-GTP (complex)	-0.7173720918527005
Arf1:Nef:endosomal CD4 (complex)	0.6501673969396897
Aurora A	-0.29717247737711955
Aurora A/Antizyme1 (complex)	1.1421471969102583
Aurora A/TACC1/TRAP/chTOG (complex)	0.35100073340890553
Aurora B/HC8 Proteasome (complex)	-1.605443232162138
Aurora B/PP1-gamma (complex)	2.4294237708491067
Aurora B/PP2A (complex)	2.4294237708491067
Aurora B/RasGAP (complex)	4.8605644152117815
Aurora B/Septin1 (complex)	2.4227785973369285
Aurora B/TACC1 (complex)	2.796243799375242
Aurora C/Aurora B/INCENP (complex)	2.4500356994972856
Axin/ARKADIA/SMAD7 (complex)	-1.3688575380918142
Axin/SMAD3 (complex)	-3.588590726992545
Axin1/APC/beta catenin (complex)	1.1142816012519734
Axin1/GSK3beta/PIN1/PP2A-B56alpha (complex)	1.8679345113916852
Axin2/APC/GSK3/beta catenin (complex)	-0.6139082813442107
Axin2/GSK3beta (complex)	-0.8124179835437437
B cell affinity maturation (abstract)	0.08298312307406656
B cell proliferation (abstract)	0.05681800084931946
B-Lymphocyte (abstract)	-0.3222679839063939
B-Raf complex (complex)	-0.058386533872022923
B-cell antigen/BCR complex/Btk/LYN/SYK/BLNK/PLCgamma2/CD72 (complex)	1.4558199779518803
B-cell antigen/BCR complex/FcgammaRIIB (complex)	-0.7088734267068532
B-cell antigen/BCR complex/LYN/SYK/BLNK (complex)	-1.833380028942616
B7-H/ICOS (complex)	-0.9667374781214482
BAAT	1.4187372533093876
BACE1	0.3473778377902738
BACH1	1.360328358042035
BAG4	-1.1814600345749129
BAIAP2	-1.0331803765078478
BAK/p53 (complex)	-0.00850749301144612
BAK1	3.3249124191198547
BAMBI	-0.1483201105126559
BANF1	0.03051537892242592
BARD1	-1.345716964180416
BARD1/CSTF1 (complex)	-1.5061880208159586
BARD1/CSTF1/BRCA1 (complex)	-0.21899908557082687
BARD1/DNA-PK (complex)	-1.4063260031354696
BARD1/DNA-PK/p53 (complex)	-0.9104970004323149
BARD1/EWS (complex)	0.5498515099466337
BARD1/EWS-Fli1 (complex)	0.5498515099466337
BAX	1.3138009071979608
BBC3	-1.6676505501748569
BCAP31	2.1323459141841483
BCAR1	0.431615276383146
BCAR3	1.5843552388227515
BCAT1	1.9733568020344487
BCHE	-0.708797570911708
BCL-X(L)	6.776958883771906
BCL-XL	-1.1010559348274456
BCL-XL/BCL-2/BIK (complex)	-0.4598131913835192
BCL10	3.466169680749662
BCL2	-1.475817713984949
BCL2/BAX (complex)	2.624634959640381
BCL2A1	-0.5312834220825239
BCL2L11	-0.4268701845755361
BCL2L14	3.5255320971886164
BCL3	-0.17014755667197765
BCL3/NF kappa B1 p50 (complex)	-0.2796286406421432
BCL3/RelA (complex)	-0.8436037664830752
BCL6	1.1297731563500129
BCL9	-1.842092702820404
BCR	0.7748841218361341
BDH1	-2.8562244911342685
BDKRB2	0.4591668717313311
BDNF (dimer) (complex)	2.2564470403891552
BDNF (dimer)/TRKB (complex)	3.553102680751589
BDNF (dimer)/TRKB/GIPC (complex)	3.820890495898363
BDNF (dimer)/p75(NTR) (complex)	3.0537512942442264
BDP1	-2.6546560231225578
BEX1	-1.650371490870986
BGLAP	-0.7295218679750332
BHLHE40	-0.5383635119441244
BHLHE41	0.5308349469501842
BID	2.6836600687529435
BIK	-0.5763946245328229
BIM:BCL2 (complex)	-1.465171765252105
BIRC2	3.458351812744496
BIRC3	5.490883068836834
BIRC5	3.2447765507878965
BLIMP1	3.192179983961677
BLM	-0.08898578013746401
BLNK	-1.5993069030369669
BLOC-1 Complex (complex)	-1.4444053702820934
BLOC1S1	-4.607493797446719
BLOC1S3	-0.6082194862248673
BLVRA	-3.0413422911878167
BMAL/CLOCK/NPAS2 (complex)	-0.9697447445062872
BMAL1/CLOCK (complex)	-0.7332219877476995
BMF	-1.7401970115634355
BMF sequestered to dynein (DLC2) (complex)	-1.7399049523025438
BMI1	1.81014115533072
BMP signaling pathway (abstract)	-0.9864370277129924
BMP2-4/BMPR2/BMPR1A-1B/RGM (complex)	-0.044196333596086296
BMP2-4/BMPR2/BMPR1A-1B/RGM/FS (complex)	0.06346894991855592
BMP2-4/BMPR2/BMPR1A-1B/RGM/XIAP (complex)	-0.041899521526737295
BMP2-4/CER1 (complex)	0.768660563490501
BMP2-4/CHRD (complex)	-0.5622355620191244
BMP2-4/CHRDL1 (complex)	0.7171746733940804
BMP2-4/FETUA (complex)	0.4388008390156555
BMP2-4/GREM1 (complex)	-0.1600564008254457
BMP2-4/NOG (complex)	0.2272648839994441
BMP2-4/USAG1 (complex)	0.09670009591333656
BMP2:BMP type II receptor:Phospho-BMP type I receptor:Endofin (complex)	-3.002210823169389
BMP2:BMP type II receptor:Phospho-BMP type I receptor:Endofin:Phospho-R-SMAD1/5/9 (complex)	-2.9903495530465056
BMP2:BMP type II receptor:Phospho-BMP type I receptor:Endofin:R-SMAD1/5/9 (complex)	-3.7820423569920942
BMP4	-4.443215806490398
BMP6/BMPR2/BMPR1A-1B (complex)	0.24498048789428264
BMP6/FETUA (complex)	0.24498048789428264
BMP7 (dimer) (complex)	1.2257849700363022
BMP7/BMPR2/ALK2 (dimer) (complex)	1.2739047036905329
BMP7/BMPR2/BMPR1A-1B (complex)	1.0420567784982868
BMP7/BMPR2/BMPR1A-1B/FS (complex)	0.5253994362220424
BMP7/USAG1 (complex)	0.2748598715821456
BMP9 (dimer) (complex)	1.2262246376424155
BMP9/ACTR2/Endoglin/ALK1 (dimer) (complex)	1.2685118093345122
BMP9/BMPR2/Endoglin/ALK1 (dimer) (complex)	1.2868366905112836
BMP9/BMPR2/Endoglin/ALK1 (dimer)/CK2B (complex)	1.2694120630060153
BMPR1A-1B/BAMBI (complex)	0.3746760579729796
BMPR2 (homodimer) (complex)	1.226161721304993
BMX	0.9657347467243068
BNIP3	-0.10052636560341884
BNIP3L	0.5878186066736734
BOC	-0.5562230108363153
BRCA1	1.6384832473597442
BRCA1/BACH1 (complex)	2.3317488177423344
BRCA1/BACH1/BARD1 (complex)	0.7778282451928532
BRCA1/BACH1/BARD1/TopBP1 (complex)	0.7316811124477969
BRCA1/BARD1/CTIP (complex)	0.2745672637484932
BRCA1/BARD1/UbcH5C (complex)	-0.8098400155039244
BRCA1/BARD1/UbcH7 (complex)	0.23459102756887776
BRCA1/CTIP (complex)	1.5117675986290942
BRCA1:53BP1 complex at site of DNA double-strand break (complex)	1.0655103705013311
BRCA2	2.8403433707368086
BRCA2/Rad51 (complex)	1.665239374516262
BRD2	0.5261500015175828
BRF1	-2.447108280918711
BRM/CEBP (complex)	-1.4398461837887448
BRPF3	-0.37940903383790703
BRSK1	0.9743197757656794
BRSK2	1.276747671255132
BSG	0.354149752883593
BTC	-0.2759812427188241
BTG1	-4.0319664846796615
BTG2	2.5743138103151915
BTLA-HVEM complex (complex)	0.5014952944268863
BTRC	-0.3707225371720865
BUB1	3.299555453949161
BUB3	0.7217827102211771
BUBR1	3.2606121016086203
Basigin bound to CD43 (complex)	-1.606175670600677
Basigin bound to CyPA (complex)	0.03428509202799023
Basigin bound to MCTs (complex)	0.29999058595720723
Basigin bound to integrins (complex)	0.3541076974733701
Basigin homodimer (complex)	0.3541076974733701
Basigin:CD98hc complex (complex)	0.3541076974733701
Basigin:MMP1 (complex)	0.8522377529955767
Basigin:Mannose-carrying cell recognition molecules (complex)	0.29999058595720723
Bcl10 bound to CARMA1 (complex)	3.545827374745275
Bcl10 trimer bound to CARMA1 trimer (complex)	3.5451337326878813
BiP:unfolded protein complex (complex)	-1.851057485745116
Bovine Papilomavirus E5/PDGFRB (complex)	-2.175976943571892
Bradykinin receptor:bradykinin (complex)	-0.5540258114262282
C12orf5	3.02946093022855
C13orf15	2.426310666624932
C13orf34	2.0043635334740872
C4BPA	-1.1230514843088053
C4BPA/CD40 (complex)	-0.8700843345688634
C4BPB	-0.6320029506742955
C5	-1.4095781192714407
C5AR1	0.3451488876376784
C5a receptor:C5a (complex)	-0.6516534079042197
CA1	-0.5440892623754384
CA9	0.7185707512268453
CAB39	2.0684927150455357
CABIN1	-0.06851135227795789
CABIN1/MEF2D/CaM/Ca2+/CAMK IV (complex)	-3.529051855132225
CABIN1/YWHAQ/CaM/Ca2+/CAMK IV (complex)	1.757845027706694
CACNA1G	-1.2965428842948277
CAD	2.769066581697325
CAF1 (complex)	0.4624433911956862
CALCA	0.6489492388651785
CALCR	-2.6634815827187808
CALM1	1.1511107019589977
CALR	3.815352044182141
CALU	0.8276835542067664
CAMK4	-0.6956708891311268
CANX	0.5311494383499726
CAP1	1.7096550716859122
CAP:Abl:Robo1:Slit2:Glypican-1 (complex)	-0.8464867056588641
CAPN1	0.5936613262393462
CAPN2	3.201518598558569
CARD11	-0.2608563459688281
CARM1	3.6261095716906975
CASK	-0.3567432149211749
CASP1	3.3280990306813942
CASP10	1.911368683174406
CASP10_0-0	1.800939793731816
CASP1_0-0	4.087765895846332
CASP2	0.1783458619366056
CASP2_0-0	-0.053505119699073525
CASP3	5.18934333790747
CASP3_0-0	3.044521958677417
CASP4	3.3243554661968195
CASP6	3.1671191059865738
CASP7	4.760774999585122
CASP7_0-0	2.7203157732991308
CASP8	2.367574424118283
CASP8_0-0	2.4351022165693896
CASP9	-1.3738408900416024
CASR	-0.003270315442028498
CAST	-2.527161598950265
CAT	0.8668122208673928
CAT1/PTP1B (complex)	0.2547761173048689
CAV2	3.8625061744580287
CAV3	-1.87059216757495
CBFA2T3	-1.7160136273140618
CBL/Sprouty2 (complex)	2.4746102793275035
CBL:Sprouty (complex)	2.416250748800309
CBP/CREB/CREB (complex)	-1.7377475100165956
CBP/Mutant Huntingtin (complex)	-4.748633916150639
CBP/p300/CREB (complex)	-0.8816083422509764
CBX5	0.9217405279118778
CBY1	0.32208989493999834
CCAR1	0.12535933679458053
CCK	-1.3502283059669171
CCK:Cholecystokinin receptor (complex)	-1.182784535534134
CCL11	-2.2414362209600758
CCL11/CXCR3 (complex)	-1.2157142463051134
CCL16	-1.406794482865506
CCL17	-1.4555539524562997
CCL2	-0.05033035701353665
CCL20	0.3485654628235001
CCL26	-1.5436165127090855
CCL3	-4.6053862693474485
CCL4	-0.8709668731497714
CCL5	-1.4656196421228298
CCNA1	2.1801635464590667
CCNA2	-0.028913055695193587
CCNB1	1.2860248702488335
CCNB2	3.1891489133383084
CCNC	0.01948615316133726
CCND1	2.5809303093569307
CCND2	0.7175670897417596
CCND3	1.4268993820201186
CCNE1	3.007738478485618
CCNG1	2.702931502426283
CCNH	-2.7534828801668643
CCNK	-0.01145113054325054
CCNO	-1.9739309422753464
CCR(1,2,8):CCL16 (complex)	-1.406677274153773
CCR(3,4,5):CCL5 (complex)	-1.7101874770743122
CCR10	-1.1461172543772038
CCR10: (complex)	-1.2346652037295025
CCR5	-0.2804051579485807
CCR6	-1.0014740628083902
CCR6:CCL20 (complex)	-0.5744461898187696
CCR7	-1.7548733447406046
CCR7: (complex)	-1.8425251687352848
CCT/TriC(ADP) (complex)	-0.13732677574139374
CCT/TriC(ATP)-associated actin (complex)	-0.4652669157310834
CCT/TriC:substrate complex (complex)	-0.21966228349688036
CCT4	1.2774406342643163
CD14	-0.527917606590971
CD160	-1.6678581190654986
CD19	-2.817361308241157
CD2	0.4929655851475805
CD22	1.0645147924717908
CD244	0.3961578170893929
CD247	-0.9369385864190884
CD28/CD80 (complex)	0.4175825177793698
CD28/CD86 (complex)	0.3905933546764381
CD28:Gads (complex)	0.8176053990657121
CD28:Nef:Clathrin-coated Pit Adapter Protein (complex)	-0.07570032468181906
CD28:Nef:Clathrin-coated Pit Adapter Protein Complex (complex)	-0.07268888101220798
CD2AP	0.5769470203063528
CD2BP2	-2.2486860231710226
CD34	0.28856683322927085
CD36	-3.301929205659784
CD3E	0.11822717457507448
CD3Z antigen zeta polypeptide/MHC class II alpha/CD4/LCK/ZAP70/CD3Z antigen zeta polypeptide/TCR-alpha/TCR-beta/CD3G antigen gamma polypeptide/CD3E antigen epsilon polypeptide/CD3E antigen epsilon polypeptide/CD3D antigen delta polypeptide/MHC IIb (complex)	-0.9761851378287466
CD4	0.7414708224692947
CD4-positive CD25-positive alpha-beta regulatory T cell lineage commitment (abstract)	-3.5698159398726403
CD4-positive alpha-beta T cell lineage commitment (abstract)	-1.0598552011589009
CD40	-0.9602209213149742
CD40 complexed with CD40L (complex)	0.7275850818700241
CD40/CD40L (complex)	-1.4515394649593651
CD40/CD40L (trimer) (complex)	-0.8983826604744125
CD40/CD40L (trimer)/TRAF2 (trimer)/TRAF1 (complex)	0.778615306442122
CD40/CD40L (trimer)/TRAF3 (trimer) (complex)	-0.96630625957332
CD40/CD40L (trimer)/TRAF6 (complex)	0.26000034799920324
CD40/CD40L (trimer)/TRAF6/PI3K Class I family/CBL-b (complex)	0.016607257468853567
CD40/CD40L (trimer)/TTRAP (complex)	-0.4768784703250096
CD40LG	-1.7226580576378472
CD44	3.4307869661181583
CD47	-0.33647585014080816
CD47 bound to its ligand (complex)	-0.3366036850924245
CD48	-0.8402729417117036
CD48 bound to CD244 (complex)	-0.04323073237805288
CD4:Env gp120/gp41 hairpin complex:CCR5/CXCR4 (complex)	0.7005003622150467
CD4:Nef:AP-2 Complex:v-ATPase Complex (complex)	-0.16883320594650786
CD4:Vpu complex (complex)	0.7117563808590978
CD4:Vpu:beta-TrCP_1 (complex)	0.7907260007145817
CD4:Vpu:beta-TrCP_1:Skp1 complex (complex)	-0.18857052032098565
CD58	2.0411073713415964
CD58 bound to CD2 (complex)	1.2951478925424935
CD72	1.4974086378486668
CD74	-1.7255811546157185
CD8 heterodimer (complex)	1.6316193389048597
CD8-positive alpha-beta T cell lineage commitment (abstract)	0.4415376566057497
CD80	0.30028569695125434
CD82	3.3777759971176557
CD86	0.4796305052215864
CD8:Nef:AP-2 Complex:v-ATPase Complex (complex)	-0.16883528751602925
CD9	-1.4468902703597974
CD96	0.3464655716512197
CDC14B	-0.043748548942059484
CDC2/cyclin A (complex)	1.273841602708191
CDC20	5.14411904719559
